Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Liam,2022-03-07 21:09:42,00:19:08,,The Office (U.S.): Season 4: Survivor Man (Episode 7),,Chrome PC (Cadmium),00:20:44,00:20:44,BE (Belgium)
Liam,2022-03-07 21:07:12,00:01:43,,The Office (U.S.): Season 4: Survivor Man (Episode 7),,Chrome PC (Cadmium),00:01:24,Not latest view,BE (Belgium)
Liam,2022-03-07 21:06:41,00:00:03,,The Office (U.S.): Season 4: Survivor Man (Episode 7),,Chrome PC (Cadmium),00:00:03,Not latest view,BE (Belgium)
Liam,2022-03-04 14:31:24,00:08:29,,South Park: Season 19: Stunning And Brave (Episode 1),,DefaultWidevineAndroidPhone,00:09:06,00:09:06,BE (Belgium)
Liam,2022-02-09 08:15:35,00:00:10,Autoplayed: user action: None; ,Dark: Season 2: Endings and Beginnings (Episode 8),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:15,Not latest view,BE (Belgium)
Liam,2022-02-09 07:20:05,00:53:14,Autoplayed: user action: User_Interaction; ,Dark: Season 2: The White Devil (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:54:49,00:54:49,BE (Belgium)
Liam,2022-02-08 21:26:33,00:00:12,Autoplayed: user action: None; ,Dark: Season 2: The White Devil (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:16,Not latest view,BE (Belgium)
Liam,2022-02-08 20:58:02,00:27:46,,Dark: Season 2: An Endless Cycle (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:50:59,00:50:59,BE (Belgium)
Liam,2022-02-08 05:15:23,00:17:52,Autoplayed: user action: Unspecified; ,Dark: Season 2: An Endless Cycle (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:19:23,Not latest view,BE (Belgium)
Liam,2022-02-08 04:09:04,00:51:30,Autoplayed: user action: User_Interaction; ,Dark: Season 2: Lost and Found (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:52:50,00:52:50,BE (Belgium)
Liam,2022-02-08 03:15:10,00:53:51,Autoplayed: user action: User_Interaction; ,Dark: Season 2: The Travelers (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:57:14,00:57:14,BE (Belgium)
Liam,2022-02-07 15:11:54,00:02:05,,Dark: Season 2: The Travelers (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:08,Not latest view,BE (Belgium)
Liam,2022-02-07 14:27:58,00:43:53,,Dark: Season 2: Ghosts (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:52:41,00:52:41,BE (Belgium)
Liam,2022-02-07 02:22:06,00:07:32,Autoplayed: user action: User_Interaction; ,Dark: Season 2: Ghosts (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:08:52,Not latest view,BE (Belgium)
Liam,2022-02-07 01:32:01,00:50:02,,Dark: Season 2: Dark Matter (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:51:23,00:51:23,BE (Belgium)
Liam,2022-02-07 00:59:50,00:32:08,,Dark: Season 2: Beginnings and Endings (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:50:20,00:50:20,BE (Belgium)
Liam,2022-02-07 00:59:41,00:00:06,Autoplayed: user action: None; ,Dark: Season 2 (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:06,00:00:06,BE (Belgium)
Liam,2022-02-07 00:59:32,00:00:07,Autoplayed: user action: None; ,Jackass 3_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:07,00:00:07,BE (Belgium)
Liam,2022-02-04 15:52:32,00:16:52,,Dark: Season 2: Beginnings and Endings (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:18:12,Not latest view,BE (Belgium)
Liam,2022-02-04 15:08:22,00:44:07,,Dark: Season 1: Alpha and Omega (Episode 10),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:53:50,00:53:50,BE (Belgium)
Liam,2022-02-03 16:22:20,00:02:58,,Dark: Season 1: Alpha and Omega (Episode 10),,DefaultWidevineAndroidPhone,00:09:47,Not latest view,BE (Belgium)
Liam,2022-02-03 03:27:47,00:05:30,Autoplayed: user action: Unspecified; ,Dark: Season 1: Alpha and Omega (Episode 10),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:06:54,Not latest view,BE (Belgium)
Liam,2022-02-03 02:10:49,00:50:50,Autoplayed: user action: User_Interaction; ,Dark: Season 1: Everything Is Now (Episode 9),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:52:11,00:52:11,BE (Belgium)
Liam,2022-02-03 01:16:22,00:46:01,Autoplayed: user action: User_Interaction; ,"Dark: Season 1: As You Sow, So You Shall Reap (Episode 8)",,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:47:25,00:47:25,BE (Belgium)
Liam,2022-02-03 00:30:20,00:45:59,,Dark: Season 1: Crossroads (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:48:36,00:48:36,BE (Belgium)
Liam,2022-02-02 19:37:54,00:01:15,,Dark: Season 1: Crossroads (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:39,Not latest view,BE (Belgium)
Liam,2022-02-02 19:02:55,00:34:56,Autoplayed: user action: User_Interaction; ,Dark: Season 1: Sic Mundus Creatus Est (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:47:59,00:47:59,BE (Belgium)
Liam,2022-02-02 18:19:06,00:12:22,,Dark: Season 1: Sic Mundus Creatus Est (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:13:46,Not latest view,BE (Belgium)
Liam,2022-02-02 17:37:37,00:41:16,Autoplayed: user action: None; ,Dark: Season 1: Truths (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:42:28,00:42:28,BE (Belgium)
Liam,2022-02-02 06:19:42,00:30:23,,Dark: Season 1: Double Lives (Episode 4),,DefaultWidevineAndroidPhone,00:44:25,00:44:25,BE (Belgium)
Liam,2022-02-02 05:18:35,00:08:26,Autoplayed: user action: Unspecified; ,Dark: Season 1: Double Lives (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:09:51,Not latest view,BE (Belgium)
Liam,2022-02-02 04:37:21,00:41:10,,Dark: Season 1: Past and Present (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:42:33,00:42:33,BE (Belgium)
Liam,2022-02-02 03:47:57,00:40:11,,Dark: Season 1: Lies (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:41:44,00:41:44,BE (Belgium)
Liam,2022-02-02 03:09:10,00:38:38,Autoplayed: user action: User_Interaction; ,Dark: Season 1: Secrets (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:48:31,00:48:31,BE (Belgium)
Liam,2022-02-01 18:05:15,00:08:16,,Dark: Season 1: Secrets (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:10:11,Not latest view,BE (Belgium)
Liam,2022-01-31 18:58:40,00:39:29,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: Launch Party (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:40:47,00:40:47,BE (Belgium)
Liam,2022-01-31 18:40:08,00:18:28,,The Office (U.S.): Season 4: Dunder Mifflin Infinity (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:41:30,00:41:30,BE (Belgium)
Liam,2022-01-28 21:36:55,00:44:43,,Jurassic Park,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:20:20,01:20:20,BE (Belgium)
Liam,2022-01-28 20:40:17,00:34:45,,Jurassic Park,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:35:43,Not latest view,BE (Belgium)
Liam,2022-01-28 19:44:06,00:22:31,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 4: Dunder Mifflin Infinity (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:06,Not latest view,BE (Belgium)
Liam,2022-01-28 18:56:19,00:40:58,,The Office (U.S.): Season 4: Fun Run (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:41:27,00:41:27,BE (Belgium)
Liam,2022-01-28 18:15:01,00:41:07,,The Office (U.S.): Season 3: The Job (Episode 23),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:41:52,00:41:52,BE (Belgium)
Liam,2022-01-28 18:11:48,00:03:04,,The Office (U.S.): Season 3: Beach Games (Episode 22),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:27:43,00:27:43,BE (Belgium)
Liam,2022-01-28 16:17:02,00:22:48,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 3: Beach Games (Episode 22),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:16,Not latest view,BE (Belgium)
Liam,2022-01-28 15:48:58,00:27:56,,The Office (U.S.): Season 3: Women's Appreciation (Episode 21),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:28:27,Not latest view,BE (Belgium)
Liam,2022-01-28 15:10:58,00:19:58,,The Office (U.S.): Season 3: Product Recall (Episode 20),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:39,00:20:39,BE (Belgium)
Liam,2022-01-28 14:50:29,00:20:25,,The Office (U.S.): Season 3: Safety Training (Episode 19),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:42,00:20:42,BE (Belgium)
Liam,2022-01-28 14:21:58,00:28:26,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 3: The Negotiation (Episode 18),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:28:57,00:28:57,BE (Belgium)
Liam,2022-01-28 14:20:48,00:01:06,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Cocktails (Episode 17),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:46,00:20:46,BE (Belgium)
Liam,2022-01-25 20:42:40,00:19:29,,The Office (U.S.): Season 3: Cocktails (Episode 17),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:19:46,Not latest view,BE (Belgium)
Liam,2022-01-25 20:21:42,00:20:54,,The Office (U.S.): Season 3: Business School (Episode 16),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:12,00:21:12,BE (Belgium)
Liam,2022-01-25 20:10:59,00:10:38,,The Office (U.S.): Season 3: Phyllis's Wedding (Episode 15),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:39,00:20:39,BE (Belgium)
Liam,2022-01-25 14:36:02,00:09:34,,The Office (U.S.): Season 3: Phyllis's Wedding (Episode 15),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:10:03,Not latest view,BE (Belgium)
Liam,2022-01-25 14:15:35,00:20:24,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 3: Ben Franklin (Episode 14),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:41,00:20:41,BE (Belgium)
Liam,2022-01-25 13:54:57,00:20:32,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 3: The Return (Episode 13),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:46,00:20:46,BE (Belgium)
Liam,2022-01-25 13:40:32,00:14:22,,The Office (U.S.): Season 3: Traveling Salesmen (Episode 12),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:01,00:21:01,BE (Belgium)
Liam,2022-01-23 21:46:32,00:00:13,,Dark: Season 2 (Trailer),TRAILER,DefaultWidevineAndroidPhone,00:00:13,Not latest view,BE (Belgium)
Liam,2022-01-23 21:46:06,00:00:12,,Season 1 Trailer:  Space Force,TRAILER,DefaultWidevineAndroidPhone,00:00:12,00:00:12,BE (Belgium)
Liam,2022-01-22 21:48:22,00:06:25,,The Office (U.S.): Season 3: Traveling Salesmen (Episode 12),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:06:44,Not latest view,BE (Belgium)
Liam,2022-01-22 21:28:13,00:20:05,,The Office (U.S.): Season 3: Back from Vacation (Episode 11),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:41,00:20:41,BE (Belgium)
Liam,2022-01-22 21:09:11,00:18:38,,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:41:26,00:41:26,BE (Belgium)
Liam,2022-01-22 18:52:42,00:19:43,,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:13,Not latest view,BE (Belgium)
Liam,2022-01-22 18:32:24,00:20:14,,The Office (U.S.): Season 3: The Convict (Episode 9),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:43,00:20:43,BE (Belgium)
Liam,2022-01-22 18:13:32,00:18:44,,The Office (U.S.): Season 3: The Merger (Episode 8),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:29:17,00:29:17,BE (Belgium)
Liam,2022-01-22 17:47:56,00:09:35,,The Office (U.S.): Season 3: The Merger (Episode 8),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:10:04,Not latest view,BE (Belgium)
Liam,2022-01-22 17:18:36,00:28:59,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 3: Branch Closing (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:29:16,00:29:16,BE (Belgium)
Liam,2022-01-22 03:03:27,00:14:56,,The Office (U.S.): Season 3: Diwali (Episode 6),,DefaultWidevineAndroidPhone,00:20:47,00:20:47,BE (Belgium)
Liam,2022-01-22 02:55:13,00:02:30,,The Office (U.S.): Season 3: Diwali (Episode 6),,DefaultWidevineAndroidPhone,00:03:09,Not latest view,BE (Belgium)
Liam,2022-01-22 02:35:36,00:19:36,,The Office (U.S.): Season 3: Initiation (Episode 5),,DefaultWidevineAndroidPhone,00:20:48,00:20:48,BE (Belgium)
Liam,2022-01-22 02:22:47,00:12:47,,The Office (U.S.): Season 3: Grief Counseling (Episode 4),,DefaultWidevineAndroidPhone,00:20:43,00:20:43,BE (Belgium)
Liam,2022-01-22 02:02:55,00:06:35,,The Office (U.S.): Season 3: Grief Counseling (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:07:02,Not latest view,BE (Belgium)
Liam,2022-01-22 01:35:59,00:20:08,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 3: The Coup (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:38,00:20:38,BE (Belgium)
Liam,2022-01-22 01:15:22,00:20:33,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 3: The Convention (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:00,00:21:00,BE (Belgium)
Liam,2022-01-22 00:48:40,00:21:08,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 3: Gay Witch Hunt (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:35,00:21:35,BE (Belgium)
Liam,2022-01-22 00:32:34,00:16:02,,The Office (U.S.): Season 2: Casino Night (Episode 22),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:27:57,00:27:57,BE (Belgium)
Liam,2022-01-21 21:51:49,02:06:24,Autoplayed: user action: User_Interaction; ,Interstellar,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,02:44:05,02:44:05,BE (Belgium)
Liam,2022-01-21 20:10:57,00:41:12,,Interstellar,,DefaultWidevineAndroidPhone,00:42:19,Not latest view,BE (Belgium)
Liam,2022-01-21 19:13:54,00:11:28,,The Office (U.S.): Season 2: Casino Night (Episode 22),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:11:58,Not latest view,BE (Belgium)
Liam,2022-01-21 18:51:56,00:20:35,,The Office (U.S.): Season 2: Conflict Resolution (Episode 21),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:41,00:20:41,BE (Belgium)
Liam,2022-01-21 18:46:01,00:05:49,,The Office (U.S.): Season 2: Drug Testing (Episode 20),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:06:19,00:06:19,BE (Belgium)
Liam,2022-01-21 18:25:45,00:20:11,,The Office (U.S.): Season 2: Michael's Birthday (Episode 19),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:39,00:20:39,BE (Belgium)
Liam,2022-01-21 17:07:38,00:00:08,,The Office (U.S.): Season 2: Michael's Birthday (Episode 19),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:08,Not latest view,BE (Belgium)
Liam,2022-01-21 16:47:34,00:19:59,,The Office (U.S.): Season 2: Take Your Daughter to Work Day (Episode 18),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:29,00:20:29,BE (Belgium)
Liam,2022-01-21 14:08:48,00:00:01,Autoplayed: user action: None; ,The Office (U.S.): Season 2: Take Your Daughter to Work Day (Episode 18),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:02,Not latest view,BE (Belgium)
Liam,2022-01-21 13:48:27,00:20:14,,The Office (U.S.): Season 2: Dwight's Speech (Episode 17),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:44,00:20:44,BE (Belgium)
Liam,2022-01-21 13:28:50,00:19:31,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 2: Valentine's Day (Episode 16),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:40,00:20:40,BE (Belgium)
Liam,2022-01-21 03:05:47,00:00:43,,The Office (U.S.): Season 2: Valentine's Day (Episode 16),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:44,Not latest view,BE (Belgium)
Liam,2022-01-21 02:45:15,00:20:28,,The Office (U.S.): Season 2: Boys and Girls (Episode 15),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:54,00:20:54,BE (Belgium)
Liam,2022-01-21 02:24:59,00:20:11,,The Office (U.S.): Season 2: The Carpet (Episode 14),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:41,00:20:41,BE (Belgium)
Liam,2022-01-21 02:11:23,00:13:32,,The Office (U.S.): Season 2: The Secret (Episode 13),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:43,00:20:43,BE (Belgium)
Liam,2022-01-20 16:23:04,00:06:43,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 2: The Secret (Episode 13),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:07:13,Not latest view,BE (Belgium)
Liam,2022-01-20 16:02:46,00:20:14,,The Office (U.S.): Season 2: The Injury (Episode 12),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:43,00:20:43,BE (Belgium)
Liam,2022-01-20 15:43:04,00:19:36,,The Office (U.S.): Season 2: Booze Cruise (Episode 11),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:37,00:20:37,BE (Belgium)
Liam,2022-01-20 12:32:30,00:00:34,,The Office (U.S.): Season 2: Booze Cruise (Episode 11),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:34,Not latest view,BE (Belgium)
Liam,2022-01-20 12:11:34,00:20:51,,The Office (U.S.): Season 2: Christmas Party (Episode 10),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:19,00:21:19,BE (Belgium)
Liam,2022-01-20 01:21:45,00:19:47,,The Office (U.S.): Season 2: Email Surveillance (Episode 9),,DefaultWidevineAndroidPhone,00:21:38,00:21:38,BE (Belgium)
Liam,2022-01-20 01:01:09,00:20:36,,The Office (U.S.): Season 2: Performance Review (Episode 8),,DefaultWidevineAndroidPhone,00:21:02,00:21:02,BE (Belgium)
Liam,2022-01-20 00:40:51,00:20:17,,The Office (U.S.): Season 2: The Client (Episode 7),,DefaultWidevineAndroidPhone,00:21:09,00:21:09,BE (Belgium)
Liam,2022-01-20 00:40:03,00:00:46,,The Office (U.S.): Season 2: The Fight (Episode 6),,DefaultWidevineAndroidPhone,00:21:25,00:21:25,BE (Belgium)
Liam,2022-01-20 00:15:49,00:19:51,,The Office (U.S.): Season 2: The Fight (Episode 6),,DefaultWidevineAndroidPhone,00:20:42,Not latest view,BE (Belgium)
Liam,2022-01-20 00:06:39,00:09:08,,The Office (U.S.): Season 2: Halloween (Episode 5),,DefaultWidevineAndroidPhone,00:21:27,00:21:27,BE (Belgium)
Liam,2022-01-19 23:22:31,00:11:41,,The Office (U.S.): Season 2: Halloween (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:12:10,Not latest view,BE (Belgium)
Liam,2022-01-19 23:02:01,00:20:27,,The Office (U.S.): Season 2: The Fire (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:56,00:20:56,BE (Belgium)
Liam,2022-01-19 22:41:25,00:20:30,,The Office (U.S.): Season 2: Office Olympics (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:58,00:20:58,BE (Belgium)
Liam,2022-01-19 22:05:19,00:21:08,,The Office (U.S.): Season 2: Sexual Harassment (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:06,00:21:06,BE (Belgium)
Liam,2022-01-19 21:44:34,00:19:55,,The Office (U.S.): Season 2: The Dundies (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:20:30,00:20:30,BE (Belgium)
Liam,2022-01-19 21:23:24,00:21:07,,The Office (U.S.): Season 1: Hot Girl (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:39,00:21:39,BE (Belgium)
Liam,2022-01-19 21:02:03,00:21:05,,The Office (U.S.): Season 1: Basketball (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:37,00:21:37,BE (Belgium)
Liam,2022-01-15 18:02:14,00:00:05,Autoplayed: user action: None; ,Hacksaw Ridge_hook_04_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:05,00:00:05,BE (Belgium)
Liam,2022-01-08 06:54:23,00:49:36,,Hacksaw Ridge,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:03:32,01:03:32,BE (Belgium)
Liam,2022-01-08 06:53:57,00:00:06,Autoplayed: user action: None; ,Black Hawk Down_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:06,00:00:06,BE (Belgium)
Liam,2022-01-07 18:21:50,00:12:15,Autoplayed: user action: User_Interaction; ,Hacksaw Ridge,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:13:27,Not latest view,BE (Belgium)
Liam,2022-01-07 17:41:19,00:39:34,,1917,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:50:12,01:50:12,BE (Belgium)
Liam,2022-01-06 13:56:25,01:09:38,,1917,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:10:40,Not latest view,BE (Belgium)
Liam,2022-01-06 13:55:47,00:00:34,Autoplayed: user action: None; ,1917_hook_03_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:34,00:00:34,BE (Belgium)
Liam,2022-01-06 13:54:48,00:00:21,Autoplayed: user action: None; ,Season 1 Trailer: Stay Close,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:21,00:00:21,BE (Belgium)
Liam,2022-01-06 13:54:17,00:00:18,Autoplayed: user action: None; ,The Hobbit: An Unexpected Journey_hook_01_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:18,00:00:18,BE (Belgium)
Liam,2021-12-29 20:06:55,00:18:28,,The Witcher: Season 2: Family (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:49:26,00:49:26,BE (Belgium)
Liam,2021-12-28 19:54:48,00:26:16,,The Witcher: Season 2: Family (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:31:36,Not latest view,BE (Belgium)
Liam,2021-12-28 19:53:49,00:00:43,,The Witcher: Season 2: Family (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:04:25,Not latest view,BE (Belgium)
Liam,2021-12-28 19:53:27,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Animal,TRAILER,Netflix Windows App - Cadmium Windows Mobile,00:00:04,00:00:04,BE (Belgium)
Liam,2021-12-28 04:25:23,00:02:23,,The Witcher: Season 2: Family (Episode 8),,DefaultWidevineAndroidPhone,00:03:37,Not latest view,BE (Belgium)
Liam,2021-12-28 04:21:02,00:04:19,,The Witcher: Season 2: Voleth Meir (Episode 7),,DefaultWidevineAndroidPhone,00:50:20,00:50:20,BE (Belgium)
Liam,2021-12-28 03:53:41,00:05:29,,The Witcher: Season 2: Voleth Meir (Episode 7),,DefaultWidevineAndroidPhone,00:45:51,Not latest view,BE (Belgium)
Liam,2021-12-28 02:39:37,00:11:05,,The Witcher: Season 2: Voleth Meir (Episode 7),,DefaultWidevineAndroidPhone,00:40:25,Not latest view,BE (Belgium)
Liam,2021-12-28 01:54:05,00:09:26,,The Witcher: Season 2: Voleth Meir (Episode 7),,DefaultWidevineAndroidPhone,00:29:25,Not latest view,BE (Belgium)
Liam,2021-12-28 01:06:17,00:15:32,,The Witcher: Season 2: Voleth Meir (Episode 7),,DefaultWidevineAndroidPhone,00:17:38,Not latest view,BE (Belgium)
Liam,2021-12-28 01:03:42,00:02:06,,The Witcher: Season 2: Voleth Meir (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:12,Not latest view,BE (Belgium)
Liam,2021-12-28 00:16:39,00:46:59,,The Witcher: Season 2: Dear Friend... (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:52:59,00:52:59,BE (Belgium)
Liam,2021-12-27 15:29:42,00:05:47,,The Witcher: Season 2: Dear Friend... (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:06:01,Not latest view,BE (Belgium)
Liam,2021-12-27 15:11:36,00:18:00,,The Witcher: Season 2: Turn Your Back (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:52:23,00:52:23,BE (Belgium)
Liam,2021-12-27 14:39:19,00:32:02,,The Witcher: Season 2: Turn Your Back (Episode 5),,DefaultWidevineAndroidPhone,00:32:35,Not latest view,BE (Belgium)
Liam,2021-12-27 14:30:04,00:09:13,,The Witcher: Season 2: Redanian Intelligence (Episode 4),,DefaultWidevineAndroidPhone,00:53:02,00:53:02,BE (Belgium)
Liam,2021-12-27 12:59:40,00:09:46,,The Witcher: Season 2: Redanian Intelligence (Episode 4),,DefaultWidevineAndroidPhone,00:43:26,Not latest view,BE (Belgium)
Liam,2021-12-26 19:33:16,00:18:29,Autoplayed: user action: User_Interaction; ,The Witcher: Season 2: Redanian Intelligence (Episode 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:33:39,Not latest view,BE (Belgium)
Liam,2021-12-26 15:04:47,00:14:53,,The Witcher: Season 2: Redanian Intelligence (Episode 4),,DefaultWidevineAndroidPhone,00:15:11,Not latest view,BE (Belgium)
Liam,2021-12-26 14:43:40,00:16:35,Autoplayed: user action: User_Interaction; ,The Witcher: Season 2: What Is Lost (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:55:13,00:55:13,BE (Belgium)
Liam,2021-12-26 12:07:20,00:37:20,,The Witcher: Season 2: What Is Lost (Episode 3),,DefaultWidevineAndroidPhone,00:38:38,Not latest view,BE (Belgium)
Liam,2021-12-26 11:35:54,00:00:29,,The Witcher: Season 2: What Is Lost (Episode 3),,DefaultWidevineAndroidPhone,00:00:34,Not latest view,BE (Belgium)
